SEX,SEX_MAP,EMOT,Field1,SIT,prompt,model_completion
2,female,4.0,sadness,"When my grandfather died, I saw my grandmother crying against my aunt's shoulder (I had never seen my grandmother cry before).","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When my grandfather died, I saw my grandmother crying against my aunt's shoulder (I had never seen my grandmother cry before).'?. Answer with a single emotion and omit explanations. Emotion: ", Empathy
2,female,5.0,disgust,"At school, I detested the spinach gruel which had lumps of flour in it.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'At school, I detested the spinach gruel which had lumps of flour in it.'?. Answer with a single emotion and omit explanations. Emotion: ", Disgust
2,female,6.0,shame,I told some acquaintances of mine something that I regretted later.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I told some acquaintances of mine something that I regretted later.'?. Answer with a single emotion and omit explanations. Emotion: , Embarrassment
2,female,7.0,guilt,[ I speak harshly to my parents though they only mean my own good.],You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event '[ I speak harshly to my parents though they only mean my own good.]'?. Answer with a single emotion and omit explanations. Emotion: , Guilt
2,female,1.0,joy,When I got a letter from home.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When I got a letter from home.'?. Answer with a single emotion and omit explanations. Emotion: , Longing.
2,female,2.0,fear,"While cycling in the country a dog started running beside me, growling and barking, and trying to bite my foot.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'While cycling in the country a dog started running beside me, growling and barking, and trying to bite my foot.'?. Answer with a single emotion and omit explanations. Emotion: ", Fear
2,female,3.0,anger,"Disagreements with mother.  When I moved from KankaanpSS, she had promised to help me move but broke her promise because of some hindrance. ","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'Disagreements with mother.  When I moved from KankaanpSS, she had promised to help me move but broke her promise because of some hindrance. '?. Answer with a single emotion and omit explanations. Emotion: ", Frustration
2,female,4.0,sadness,"When I had to move away from home to study, and I knew that I would not be coming back home for a long time.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When I had to move away from home to study, and I knew that I would not be coming back home for a long time.'?. Answer with a single emotion and omit explanations. Emotion: ", Sadness
2,female,5.0,disgust,When I noticed two spiders running on the floor in different directions.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When I noticed two spiders running on the floor in different directions.'?. Answer with a single emotion and omit explanations. Emotion: , Disgust
2,female,6.0,shame,"When I realized that I had been wrong about a person close to me, because of pre-set ideas and prejudices.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When I realized that I had been wrong about a person close to me, because of pre-set ideas and prejudices.'?. Answer with a single emotion and omit explanations. Emotion: ", Regret
2,female,7.0,guilt,When I reproached my friend because I was myself low-spirited and disappointed.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When I reproached my friend because I was myself low-spirited and disappointed.'?. Answer with a single emotion and omit explanations. Emotion: , Frustration
2,female,1.0,joy,I found myself a place after looking for one for a long time.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I found myself a place after looking for one for a long time.'?. Answer with a single emotion and omit explanations. Emotion: , Relief
2,female,2.0,fear,[ In an aeroplane.],You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event '[ In an aeroplane.]'?. Answer with a single emotion and omit explanations. Emotion: , Excitement
2,female,3.0,anger,I was angry at my boyfriend who had promised to come to see me but did not because he spent the evening with his pals.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I was angry at my boyfriend who had promised to come to see me but did not because he spent the evening with his pals.'?. Answer with a single emotion and omit explanations. Emotion: , Betrayal
2,female,4.0,sadness,"The breaking up of a relationship.  We decided that the relationship could not carry on, so it was no surprise to me. And anyhow, I had known it would happen sooner or later.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'The breaking up of a relationship.  We decided that the relationship could not carry on, so it was no surprise to me. And anyhow, I had known it would happen sooner or later.'?. Answer with a single emotion and omit explanations. Emotion: ", Relief
2,female,5.0,disgust,The disgust I feel towards a certain person.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'The disgust I feel towards a certain person.'?. Answer with a single emotion and omit explanations. Emotion: , Disgust
2,female,6.0,shame,After an event in which I felt that I had acted unfairly.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'After an event in which I felt that I had acted unfairly.'?. Answer with a single emotion and omit explanations. Emotion: , Guilt
2,female,7.0,guilt,"At my job, I got disproportionately angry with a child.  My reaction was not as it should have been.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'At my job, I got disproportionately angry with a child.  My reaction was not as it should have been.'?. Answer with a single emotion and omit explanations. Emotion: ", Guilt
2,female,1.0,joy,I went to see the entrance examination results at university.  I rejoyced at my success.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I went to see the entrance examination results at university.  I rejoyced at my success.'?. Answer with a single emotion and omit explanations. Emotion: , Pride
2,female,2.0,fear,"I borrowed a car which was supposed to be used for a long journey a few hours later, and one of the tyres burst in the middle of the town and I did not know what to do.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I borrowed a car which was supposed to be used for a long journey a few hours later, and one of the tyres burst in the middle of the town and I did not know what to do.'?. Answer with a single emotion and omit explanations. Emotion: ", Panic
2,female,3.0,anger,"An utterance, which I had intended to be a joke, was taken as an offence.  In my opinion, this was stupid, and I got angry.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'An utterance, which I had intended to be a joke, was taken as an offence.  In my opinion, this was stupid, and I got angry.'?. Answer with a single emotion and omit explanations. Emotion: ", Frustration
2,female,4.0,sadness,My best friend had a relatively severe illness.  I was sad because she was suffering.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'My best friend had a relatively severe illness.  I was sad because she was suffering.'?. Answer with a single emotion and omit explanations. Emotion: , Concern
2,female,5.0,disgust,"A man tried to have sexual intercourse with me, though I had communicated my unwillingness.  Later on, I felt disgust at that person as well as myself because I had partly submitted.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'A man tried to have sexual intercourse with me, though I had communicated my unwillingness.  Later on, I felt disgust at that person as well as myself because I had partly submitted.'?. Answer with a single emotion and omit explanations. Emotion: ", Anger
2,female,6.0,shame,"I told my friend about how I had calculated my salary by cheating a little.  When my friend remarked about it, I understood that it was wrong to do so, and I felt ashamed.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I told my friend about how I had calculated my salary by cheating a little.  When my friend remarked about it, I understood that it was wrong to do so, and I felt ashamed.'?. Answer with a single emotion and omit explanations. Emotion: ", Shame
2,female,7.0,guilt,"I am going steady with a boy, but I had sexual intercourse with another one, and I felt guilty about it afterwards.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I am going steady with a boy, but I had sexual intercourse with another one, and I felt guilty about it afterwards.'?. Answer with a single emotion and omit explanations. Emotion: ", Guilt
2,female,1.0,joy,A good report card (a scholarship) in primary school.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'A good report card (a scholarship) in primary school.'?. Answer with a single emotion and omit explanations. Emotion: , Pride
2,female,2.0,fear,I was walking home with a friend at night along a quiet street.  Something started rustling in the bush : it was an exhibitionist.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I was walking home with a friend at night along a quiet street.  Something started rustling in the bush : it was an exhibitionist.'?. Answer with a single emotion and omit explanations. Emotion: , Surprise
2,female,3.0,anger,I got angry at a friend of mine whom I caught reading my notebook (almanach).,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I got angry at a friend of mine whom I caught reading my notebook (almanach).'?. Answer with a single emotion and omit explanations. Emotion: , Betrayal
2,female,4.0,sadness,When my grandmother died of cancer.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When my grandmother died of cancer.'?. Answer with a single emotion and omit explanations. Emotion: , Sadness
2,female,5.0,disgust,"In a lift a drunken, fat and untidy man tried to make advances at me.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'In a lift a drunken, fat and untidy man tried to make advances at me.'?. Answer with a single emotion and omit explanations. Emotion: ", Disgust
2,female,6.0,shame,[ Sometimes I have by accident said to another person something in which it is easy to read a negative attitude.],You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event '[ Sometimes I have by accident said to another person something in which it is easy to read a negative attitude.]'?. Answer with a single emotion and omit explanations. Emotion: , Embarrassment
2,female,7.0,guilt,"For the sheer pleasure of it, I quarelled with my boyfriend who was trying  to be especially kind to me.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'For the sheer pleasure of it, I quarelled with my boyfriend who was trying  to be especially kind to me.'?. Answer with a single emotion and omit explanations. Emotion: ", Frustration
2,female,1.0,joy,When I made the acquaintance of a certain person.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When I made the acquaintance of a certain person.'?. Answer with a single emotion and omit explanations. Emotion: , Curiosity
2,female,2.0,fear,"When abroad, while driving a car along a dark, winding road.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When abroad, while driving a car along a dark, winding road.'?. Answer with a single emotion and omit explanations. Emotion: ", Caution.
2,female,3.0,anger,When my sister took my things without having asked for my permission first.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When my sister took my things without having asked for my permission first.'?. Answer with a single emotion and omit explanations. Emotion: , Anger
2,female,4.0,sadness,When my grandfather died.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When my grandfather died.'?. Answer with a single emotion and omit explanations. Emotion: , Sadness
2,female,5.0,disgust,"When I was working, I got treated in a way which I felt was not democratic.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When I was working, I got treated in a way which I felt was not democratic.'?. Answer with a single emotion and omit explanations. Emotion: ", Frustration
2,female,6.0,shame,"While working as a domestic helper, one day I had not cleaned up very well and they made a remark about it.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'While working as a domestic helper, one day I had not cleaned up very well and they made a remark about it.'?. Answer with a single emotion and omit explanations. Emotion: ", Embarrassment
2,female,7.0,guilt,"When I decided to move away from my parent's home, my mother told me that it was as if a part of her had been torn out of her.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When I decided to move away from my parent's home, my mother told me that it was as if a part of her had been torn out of her.'?. Answer with a single emotion and omit explanations. Emotion: ", Sadness
2,female,1.0,joy,"When I went to a job interview, I met a person who was very nice, and his attitude made me glad.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When I went to a job interview, I met a person who was very nice, and his attitude made me glad.'?. Answer with a single emotion and omit explanations. Emotion: ", Joy
2,female,2.0,fear,"My episode of fright happened when I came to study.  I had to stand in front of my still unknown fellow students and talk about myself.  My hands shook, I flushed and became tongue-tied.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'My episode of fright happened when I came to study.  I had to stand in front of my still unknown fellow students and talk about myself.  My hands shook, I flushed and became tongue-tied.'?. Answer with a single emotion and omit explanations. Emotion: ", Embarrassment
2,female,7.0,guilt,"I felt guilty when I spent a night at my boyfriend's place, particularly because I had been harsh and spiteful when I had left home.  The reason was that I feared a possible discussion on the subject and I wanted to leave defiantly.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I felt guilty when I spent a night at my boyfriend's place, particularly because I had been harsh and spiteful when I had left home.  The reason was that I feared a possible discussion on the subject and I wanted to leave defiantly.'?. Answer with a single emotion and omit explanations. Emotion: ", Shame
2,female,1.0,joy,"I was in a restaurant with my boyfriend when I saw my best female friend after not seeing her for two weeks.  We rejoyced, hugged and had a long talk.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I was in a restaurant with my boyfriend when I saw my best female friend after not seeing her for two weeks.  We rejoyced, hugged and had a long talk.'?. Answer with a single emotion and omit explanations. Emotion: ", Joy
2,female,2.0,fear,"One evening, while going to meet a friend of mine, I had to cross a meadow by a dark road.  There were bushes on the other side of the road.  The weather was damp and a bit foggy.  I heard steps behind me and kept speeding up my steps all the time.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'One evening, while going to meet a friend of mine, I had to cross a meadow by a dark road.  There were bushes on the other side of the road.  The weather was damp and a bit foggy.  I heard steps behind me and kept speeding up my steps all the time.'?. Answer with a single emotion and omit explanations. Emotion: ", Fear
2,female,3.0,anger,"My brother told me that a person (whom I know) had insulted him.  I am very fond of my brother, and as he himself can not get angry or hurt, my protectiveness was aroused and I got angry.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'My brother told me that a person (whom I know) had insulted him.  I am very fond of my brother, and as he himself can not get angry or hurt, my protectiveness was aroused and I got angry.'?. Answer with a single emotion and omit explanations. Emotion: ", Anger
2,female,4.0,sadness,"My guinea-pig had been ill for a couple of days.  One evening, when I came home I enquired as to how it was doing.  My mother's expression told me that it had died.  My knees refused to support me and I began to weep convulsively.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'My guinea-pig had been ill for a couple of days.  One evening, when I came home I enquired as to how it was doing.  My mother's expression told me that it had died.  My knees refused to support me and I began to weep convulsively.'?. Answer with a single emotion and omit explanations. Emotion: ", Sadness
2,female,5.0,disgust,"I happened to see two boys fighting, one of them fell down and hurt his head.  The other one used this to spank the head of the ","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I happened to see two boys fighting, one of them fell down and hurt his head.  The other one used this to spank the head of the '?. Answer with a single emotion and omit explanations. Emotion: ", Concern
boy on the ground.,,,,,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'nan'?. Answer with a single emotion and omit explanations. Emotion: , Confusion
2,female,6.0,shame,"I had been away all night without having told my parents about it.  In the morning when I came home, my mother looked tired.  She said that she had been awake all night because of me and that she was angry and disappointed.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I had been away all night without having told my parents about it.  In the morning when I came home, my mother looked tired.  She said that she had been awake all night because of me and that she was angry and disappointed.'?. Answer with a single emotion and omit explanations. Emotion: ", Guilt
2,female,7.0,guilt,"I had not written to, or called my grandmother, who was lonely, for a long time.  My mother asked me to call her on her behalf and when I did so, my grandmother was delighted and she told me that she had been waiting for some news from us.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I had not written to, or called my grandmother, who was lonely, for a long time.  My mother asked me to call her on her behalf and when I did so, my grandmother was delighted and she told me that she had been waiting for some news from us.'?. Answer with a single emotion and omit explanations. Emotion: ", Guilt
2,female,1.0,joy,When I was sick my husband bought me a piece of cake.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When I was sick my husband bought me a piece of cake.'?. Answer with a single emotion and omit explanations. Emotion: , Gratitude
2,female,2.0,fear,I saw a man who had had a heart-attack and who was being treated for it.  I feared that my own father could have been there.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I saw a man who had had a heart-attack and who was being treated for it.  I feared that my own father could have been there.'?. Answer with a single emotion and omit explanations. Emotion: , Concern
2,female,3.0,anger,"When I saw a big man hit another one, and nobody did anything.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When I saw a big man hit another one, and nobody did anything.'?. Answer with a single emotion and omit explanations. Emotion: ", Anger
2,female,4.0,sadness,"When my sister left to go home, in Sweden, after the Christmas Holidays.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When my sister left to go home, in Sweden, after the Christmas Holidays.'?. Answer with a single emotion and omit explanations. Emotion: ", Sadness
2,female,5.0,disgust,"I once watched the series called Dynasty on TV, and I detested it.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I once watched the series called Dynasty on TV, and I detested it.'?. Answer with a single emotion and omit explanations. Emotion: ", Disdain
2,female,6.0,shame,"I feel guilty as I am not working, and even my studies are not progressing.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I feel guilty as I am not working, and even my studies are not progressing.'?. Answer with a single emotion and omit explanations. Emotion: ", Shame
2,female,1.0,joy,"When my red-cheeked, content child runs to meet me in the yard of the kindergarten and gives me a moist kiss on my cheek.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When my red-cheeked, content child runs to meet me in the yard of the kindergarten and gives me a moist kiss on my cheek.'?. Answer with a single emotion and omit explanations. Emotion: ", Joy
2,female,2.0,fear,A neighbour's girl had disappeared and many people were looking for her.  Someone had gone to notify the police.  Something had certainly happened to her.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'A neighbour's girl had disappeared and many people were looking for her.  Someone had gone to notify the police.  Something had certainly happened to her.'?. Answer with a single emotion and omit explanations. Emotion: , Concern
2,female,3.0,anger,"Without my permission, my son had made popcorn after coming back from school.  The consequences were a spoilt kettle and chaos in the kitchen but what could have happened with the hot grease ?","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'Without my permission, my son had made popcorn after coming back from school.  The consequences were a spoilt kettle and chaos in the kitchen but what could have happened with the hot grease ?'?. Answer with a single emotion and omit explanations. Emotion: ", Anger
2,female,4.0,sadness,The death of a close relative.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'The death of a close relative.'?. Answer with a single emotion and omit explanations. Emotion: , Grief
2,female,5.0,disgust,One of my fellow students used questionable and unfair means to advance her studies faster than others.  I detested her.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'One of my fellow students used questionable and unfair means to advance her studies faster than others.  I detested her.'?. Answer with a single emotion and omit explanations. Emotion: , Anger
2,female,6.0,shame,My friend told me in a fairly loud voice the blunders she committed last night.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'My friend told me in a fairly loud voice the blunders she committed last night.'?. Answer with a single emotion and omit explanations. Emotion: , Amusement
2,female,7.0,guilt,I stopped my car in front of a pedestrian crossing as a child was crossing the street.  The car driving in the next lane did not stop and the child got hurt.  Had I not stopped ...,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I stopped my car in front of a pedestrian crossing as a child was crossing the street.  The car driving in the next lane did not stop and the child got hurt.  Had I not stopped ...'?. Answer with a single emotion and omit explanations. Emotion: , Guilt
2,female,1.0,joy,"After my vacations, one day after a lecture it occured to me to buy a rose for my mother.  We went together to a pub and my mother told me that she would be getting married next Spring.  I did not known about it and so was all the more glad.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'After my vacations, one day after a lecture it occured to me to buy a rose for my mother.  We went together to a pub and my mother told me that she would be getting married next Spring.  I did not known about it and so was all the more glad.'?. Answer with a single emotion and omit explanations. Emotion: ", Joy
2,female,2.0,fear,"I work at a day care centre, and one day when the children were outdoors a four-year old boy disappeared from the yard.  I was not looking after them then, but as the manager it was me who was responsible.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I work at a day care centre, and one day when the children were outdoors a four-year old boy disappeared from the yard.  I was not looking after them then, but as the manager it was me who was responsible.'?. Answer with a single emotion and omit explanations. Emotion: ", Panic
2,female,3.0,anger,"I was on vacation, and therefore I did not attend a meeting of the day care centre.  Nevertheless, the very day I came back they called me early morining to ask me what are you going to do about the matter ? (which had been discussed in the meeting).  Then I got angry.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I was on vacation, and therefore I did not attend a meeting of the day care centre.  Nevertheless, the very day I came back they called me early morining to ask me what are you going to do about the matter ? (which had been discussed in the meeting).  Then I got angry.'?. Answer with a single emotion and omit explanations. Emotion: ", Frustration
2,female,4.0,sadness,"The fact that my mother is getting married again (my mother and father divorced about 15 years ago) means that she will probably move to Turku, and our home, which is a one family house, will be sold (I myself have not been living at home for the past six years).","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'The fact that my mother is getting married again (my mother and father divorced about 15 years ago) means that she will probably move to Turku, and our home, which is a one family house, will be sold (I myself have not been living at home for the past six years).'?. Answer with a single emotion and omit explanations. Emotion: ", Sadness
2,female,5.0,disgust,"While travelling in a bus, there were three people sitting behind me (two men and a woman).  They were drunk and the conversation was unbelievable (about fucking, fellatio, etc...).  They tried to get others to take part in the conversation.  I loathed it and felt like crying.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'While travelling in a bus, there were three people sitting behind me (two men and a woman).  They were drunk and the conversation was unbelievable (about fucking, fellatio, etc...).  They tried to get others to take part in the conversation.  I loathed it and felt like crying.'?. Answer with a single emotion and omit explanations. Emotion: ", Disgust
2,female,6.0,shame,"When I was seven years old, I stole a chewing-gum from a big glass bowl on the counter of a nearby shop, and I got caught.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When I was seven years old, I stole a chewing-gum from a big glass bowl on the counter of a nearby shop, and I got caught.'?. Answer with a single emotion and omit explanations. Emotion: ", Shame
2,female,7.0,guilt,"I am the secretary of an association, and during the last meeting I forgot to take the minutes.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I am the secretary of an association, and during the last meeting I forgot to take the minutes.'?. Answer with a single emotion and omit explanations. Emotion: ", Embarrassment
2,female,1.0,joy,"I had been away from home for a long time and when I came home I was delighted.  It was wonderful to see familiar, dear people and I was rejoycing in advance.  I had been feeling very lonely.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I had been away from home for a long time and when I came home I was delighted.  It was wonderful to see familiar, dear people and I was rejoycing in advance.  I had been feeling very lonely.'?. Answer with a single emotion and omit explanations. Emotion: ", Joy
2,female,2.0,fear,"I awoke at night and did not remember dreaming about antthing in particular.  I just felt oppressing fear, it was dark and all the others were sleeping.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I awoke at night and did not remember dreaming about antthing in particular.  I just felt oppressing fear, it was dark and all the others were sleeping.'?. Answer with a single emotion and omit explanations. Emotion: ", Fear
2,female,3.0,anger,"One winter day I, unwillingly, was outdoors with my younger brother (10 years younger than me).  I lost my temper on him and wanted to throw my brother down the snow bank we were on.  I pushed him but not as hard as I had wanted to. We were alone the two of us.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'One winter day I, unwillingly, was outdoors with my younger brother (10 years younger than me).  I lost my temper on him and wanted to throw my brother down the snow bank we were on.  I pushed him but not as hard as I had wanted to. We were alone the two of us.'?. Answer with a single emotion and omit explanations. Emotion: ", Guilt
2,female,4.0,sadness,"I was on a class excursion, by boat to Stockholm.  At night my class mates prepared to clebrate their motive in life which was life is merriment.  I felt depressed about the way they sought happiness.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I was on a class excursion, by boat to Stockholm.  At night my class mates prepared to clebrate their motive in life which was life is merriment.  I felt depressed about the way they sought happiness.'?. Answer with a single emotion and omit explanations. Emotion: ", Disapproval
2,female,5.0,disgust,"I was on my way home by bus.  A man who had drunk a fair amount of alcohol started talking, trying to hug and pat a woman sitting next to him.  Fortunately it was not me.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I was on my way home by bus.  A man who had drunk a fair amount of alcohol started talking, trying to hug and pat a woman sitting next to him.  Fortunately it was not me.'?. Answer with a single emotion and omit explanations. Emotion: ", Relief
2,female,6.0,shame,I gave a wrong answer at school.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I gave a wrong answer at school.'?. Answer with a single emotion and omit explanations. Emotion: , Embarrassment
2,female,7.0,guilt,"When my little brother asked me to play with him, I told him that I had no time and that I would play with him the next day. However, the next day I said the same thing.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When my little brother asked me to play with him, I told him that I had no time and that I would play with him the next day. However, the next day I said the same thing.'?. Answer with a single emotion and omit explanations. Emotion: ", Guilt
1,male,1.0,joy,"When, after a long time, I saw a girl with whom I was in love.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When, after a long time, I saw a girl with whom I was in love.'?. Answer with a single emotion and omit explanations. Emotion: ", Joy
1,male,2.0,fear,When I was walking on a fairly out-of-the-way street.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'When I was walking on a fairly out-of-the-way street.'?. Answer with a single emotion and omit explanations. Emotion: , Caution.
1,male,3.0,anger,"A friend of mine had promised to arrange me some tickets for a concert which I considered important.  He could not get them the way he thought he would, so he gave up the whole thing.","You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'A friend of mine had promised to arrange me some tickets for a concert which I considered important.  He could not get them the way he thought he would, so he gave up the whole thing.'?. Answer with a single emotion and omit explanations. Emotion: ", Disappointment
1,male,4.0,sadness,I was sad when I saw that a beautiful girl was not attainable.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I was sad when I saw that a beautiful girl was not attainable.'?. Answer with a single emotion and omit explanations. Emotion: , Longing.
1,male,5.0,disgust,I heard somebody talk about studies in a highly enthusiastic student-like way.,You are a man. Your responses should closely mirror the knowledge and abilities of this persona. What is the main emotion you would feel while experiencing this event 'I heard somebody talk about studies in a highly enthusiastic student-like way.'?. Answer with a single emotion and omit explanations. Emotion: , Curiosity
