SEX,SEX_MAP,EMOT,Field1,SIT,prompt,model_completion
2,female,7.0,guilt,"A lonely, neurotic, shy girl lives nearby. She has expressed a wish to meet me, I have however avoided her (turned down an invitation) as the crisis my partner is going through uses up all my empathy.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A lonely, neurotic, shy girl lives nearby. She has expressed a wish to meet me, I have however avoided her (turned down an invitation) as the crisis my partner is going through uses up all my empathy.'?. Answer with a single emotion and omit explanations. Emotion: ",Empathetic Overwhelm.
1,male,1.0,joy,"Begining the week-end with my girlfriend : cozyness, beer and wine.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'Begining the week-end with my girlfriend : cozyness, beer and wine.'?. Answer with a single emotion and omit explanations. Emotion: ",Happiness.
1,male,2.0,fear,"The fear about my future : work, making ends meet and health. Coping.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'The fear about my future : work, making ends meet and health. Coping.'?. Answer with a single emotion and omit explanations. Emotion: ",Anxiety.
1,male,3.0,anger,"A friend of mine ridiculed me, telling me that I would never accomplish anything. I felt that he had interfered with my life.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A friend of mine ridiculed me, telling me that I would never accomplish anything. I felt that he had interfered with my life.'?. Answer with a single emotion and omit explanations. Emotion: ",Hurt.
1,male,4.0,sadness,I felt sad at having to leave my girlfriend after constant problems and failed attempts at reconciliation.  My sadness was caused by the irreversibility of the decision.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I felt sad at having to leave my girlfriend after constant problems and failed attempts at reconciliation.  My sadness was caused by the irreversibility of the decision.'?. Answer with a single emotion and omit explanations. Emotion: ,Sadness.
1,male,5.0,disgust,A man spat on the wall of a house.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A man spat on the wall of a house.'?. Answer with a single emotion and omit explanations. Emotion: ,Disgust.
1,male,6.0,shame,In an express bus I sat on a seat meant for senior citizens and invalids.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'In an express bus I sat on a seat meant for senior citizens and invalids.'?. Answer with a single emotion and omit explanations. Emotion: ,Guilt.
1,male,7.0,guilt,When I did not succeed in finding a job after having finished a nonacademic degree.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I did not succeed in finding a job after having finished a nonacademic degree.'?. Answer with a single emotion and omit explanations. Emotion: ,Disappointment.
2,female,1.0,joy,"When after an overwhelming anxiety and enquiry, I understood something about why I exist and what my task in life is.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When after an overwhelming anxiety and enquiry, I understood something about why I exist and what my task in life is.'?. Answer with a single emotion and omit explanations. Emotion: ",Fulfillment.
2,female,2.0,fear,"At the railway station, while waiting for the last train at night I noticed that a drunk young man was appraching me in a purposeful mannner.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'At the railway station, while waiting for the last train at night I noticed that a drunk young man was appraching me in a purposeful mannner.'?. Answer with a single emotion and omit explanations. Emotion: ",Fear.
2,female,3.0,anger,"While having a discussion with my mother, I realized that she does not for a moment doubt the justification of her making the decisions concerning my life.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'While having a discussion with my mother, I realized that she does not for a moment doubt the justification of her making the decisions concerning my life.'?. Answer with a single emotion and omit explanations. Emotion: ",Resignation.
2,female,4.0,sadness,When I think that I will probably never have a genuine contact with my parents.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I think that I will probably never have a genuine contact with my parents.'?. Answer with a single emotion and omit explanations. Emotion: ,Sadness.
2,female,5.0,disgust,"While reading Olli Jalonen's new book, the distant, cold and selfish relationships between people (in the book) made me feel disgusted.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'While reading Olli Jalonen's new book, the distant, cold and selfish relationships between people (in the book) made me feel disgusted.'?. Answer with a single emotion and omit explanations. Emotion: ",Disgust.
2,female,6.0,shame,When I approached a person of the opposite sex and was rejected.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I approached a person of the opposite sex and was rejected.'?. Answer with a single emotion and omit explanations. Emotion: ,Hurt.
2,female,7.0,guilt,"When I noticed that my little sister was sulking, because I could not meet her because of a misunderstanding.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I noticed that my little sister was sulking, because I could not meet her because of a misunderstanding.'?. Answer with a single emotion and omit explanations. Emotion: ",Guilt.
2,female,1.0,joy,"The day I got to know that I would get a shared dwelling with my boyfriend.  My parents place was getting a little crowded with my growing bother wanting a room to himself.  I first felt doubt, then joy, but also sadness.  The feeling of joy was the strongest.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'The day I got to know that I would get a shared dwelling with my boyfriend.  My parents place was getting a little crowded with my growing bother wanting a room to himself.  I first felt doubt, then joy, but also sadness.  The feeling of joy was the strongest.'?. Answer with a single emotion and omit explanations. Emotion: ",Joy.
2,female,2.0,fear,My grandfather had lung-cancer and was being nursed at home.  I felt fear when I was alone with him and he almost choked on mucus secretions.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'My grandfather had lung-cancer and was being nursed at home.  I felt fear when I was alone with him and he almost choked on mucus secretions.'?. Answer with a single emotion and omit explanations. Emotion: ,Fear.
2,female,3.0,anger,The outrageous conduct of a relative towards me and those close to me.(blaming us and lying),Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'The outrageous conduct of a relative towards me and those close to me.(blaming us and lying)'?. Answer with a single emotion and omit explanations. Emotion: ,Hurt.
2,female,4.0,sadness,We had to finish the life of our 8 year-old dog.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'We had to finish the life of our 8 year-old dog.'?. Answer with a single emotion and omit explanations. Emotion: ,Sadness.
2,female,5.0,disgust,A very drunk person.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A very drunk person.'?. Answer with a single emotion and omit explanations. Emotion: ,Fear.
2,female,6.0,shame,"An argument that grew out of an ordinary conversation with a person very close to me, when we should have been having a good time together.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'An argument that grew out of an ordinary conversation with a person very close to me, when we should have been having a good time together.'?. Answer with a single emotion and omit explanations. Emotion: ",Hurt.
2,female,7.0,guilt,"While trying to get my little brother over a ditch, he fell on his head and started crying.  I was scared of having caused him permanent injury.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'While trying to get my little brother over a ditch, he fell on his head and started crying.  I was scared of having caused him permanent injury.'?. Answer with a single emotion and omit explanations. Emotion: ",Fear.
2,female,1.0,joy,[ A chat on the telephone with a friend.],Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event '[ A chat on the telephone with a friend.]'?. Answer with a single emotion and omit explanations. Emotion: ,Happiness.
2,female,2.0,fear,"[ Meeting some new (unpleasant) people or some new, demanding situation.]","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event '[ Meeting some new (unpleasant) people or some new, demanding situation.]'?. Answer with a single emotion and omit explanations. Emotion: ",Caution.
2,female,3.0,anger,"[ For example, unfair pushing in a bus.]","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event '[ For example, unfair pushing in a bus.]'?. Answer with a single emotion and omit explanations. Emotion: ",Anger.
2,female,4.0,sadness,"[ When I am, in my opinion, not understood correctly. ]","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event '[ When I am, in my opinion, not understood correctly. ]'?. Answer with a single emotion and omit explanations. Emotion: ",Frustration.
2,female,5.0,disgust,[ When some people act very important in any situation.],Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event '[ When some people act very important in any situation.]'?. Answer with a single emotion and omit explanations. Emotion: ,Disdain.
2,female,6.0,shame,"[ Generally, when I am late in attending to matters (for example paying bills).]","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event '[ Generally, when I am late in attending to matters (for example paying bills).]'?. Answer with a single emotion and omit explanations. Emotion: ",Anxiety.
2,female,7.0,guilt,"[ If one has planned to do something important and then, for some reason, fails to do it.]","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event '[ If one has planned to do something important and then, for some reason, fails to do it.]'?. Answer with a single emotion and omit explanations. Emotion: ",Disappointment.
2,female,1.0,joy,"I was in a dancing-tavern and the atmosphere was one of waiting for the end of the world.  Suddenly people began dancing wildly, inspired by the band.  An unbelievable experience : wonderful that even Finns sometimes flare up and forget to think what others are thinking of me.  It was delightful to dance to one's heart content.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I was in a dancing-tavern and the atmosphere was one of waiting for the end of the world.  Suddenly people began dancing wildly, inspired by the band.  An unbelievable experience : wonderful that even Finns sometimes flare up and forget to think what others are thinking of me.  It was delightful to dance to one's heart content.'?. Answer with a single emotion and omit explanations. Emotion: ",Joy.
2,female,2.0,fear,"I was travelling back home by boat with two friends of mine after a lovely holiday trip.  The night and the sea were dark, and the wind was blowing.  I feared that death was there on the boat, I somehow felt sure about it.  I feared being left alone.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I was travelling back home by boat with two friends of mine after a lovely holiday trip.  The night and the sea were dark, and the wind was blowing.  I feared that death was there on the boat, I somehow felt sure about it.  I feared being left alone.'?. Answer with a single emotion and omit explanations. Emotion: ",Fear.
2,female,3.0,anger,"I was at home, filling my tax report.  Nobody had time to help me.  I would have liked to do it quickly so that I could go and meet a friend of mine who had just returned from hospital.  I got angry as both my brother and my father refused to give me their calculator as I had not asked for it nicely.  I could not leave as I had to wait for help and the tax report had to be done.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I was at home, filling my tax report.  Nobody had time to help me.  I would have liked to do it quickly so that I could go and meet a friend of mine who had just returned from hospital.  I got angry as both my brother and my father refused to give me their calculator as I had not asked for it nicely.  I could not leave as I had to wait for help and the tax report had to be done.'?. Answer with a single emotion and omit explanations. Emotion: ",Frustration.
2,female,4.0,sadness,"I tried to talk to my parents over the phone, as I wanted to go home for the week-end and I knew that I would not be able to bear it.  I tried to reduce the gulf and the conflict between us by talking in order to unite our worlds.  Result : hysterical mess, blinding and blaming.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I tried to talk to my parents over the phone, as I wanted to go home for the week-end and I knew that I would not be able to bear it.  I tried to reduce the gulf and the conflict between us by talking in order to unite our worlds.  Result : hysterical mess, blinding and blaming.'?. Answer with a single emotion and omit explanations. Emotion: ",Heartbreak.
2,female,5.0,disgust,My mother called me because she had read through the enveloppe a letter addressed to me.  She denied having read it intentionally and said the words just popped out through the enveloppe as the sun was shining on it. Hah Hah.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'My mother called me because she had read through the enveloppe a letter addressed to me.  She denied having read it intentionally and said the words just popped out through the enveloppe as the sun was shining on it. Hah Hah.'?. Answer with a single emotion and omit explanations. Emotion: ,Betrayal.
2,female,6.0,shame,"I feared that I would have to describe my sexual life to an older, strange woman.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I feared that I would have to describe my sexual life to an older, strange woman.'?. Answer with a single emotion and omit explanations. Emotion: ",Anxiety.
2,female,7.0,guilt,When I moved away from home.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I moved away from home.'?. Answer with a single emotion and omit explanations. Emotion: ,Nostalgia.
2,female,1.0,joy,The inflammation of the ear of my child got cured and the doctor said that the ear was completely all right.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'The inflammation of the ear of my child got cured and the doctor said that the ear was completely all right.'?. Answer with a single emotion and omit explanations. Emotion: ,Relief
2,female,2.0,fear,My husband suddenly fell ill seriously and during the medical examinations we did not know what would follow.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'My husband suddenly fell ill seriously and during the medical examinations we did not know what would follow.'?. Answer with a single emotion and omit explanations. Emotion: ,Worry.
2,female,3.0,anger,The housing council asked the city to cut 40 linden trees so that the inhabitants of the lower floors would have a view to the sea.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'The housing council asked the city to cut 40 linden trees so that the inhabitants of the lower floors would have a view to the sea.'?. Answer with a single emotion and omit explanations. Emotion: ,Disappointment.
2,female,4.0,sadness,"My child, unexpectedly started acting in a restless and disturbing way at school.  In addition his performance at school weakened.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'My child, unexpectedly started acting in a restless and disturbing way at school.  In addition his performance at school weakened.'?. Answer with a single emotion and omit explanations. Emotion: ",Worry.
2,female,5.0,disgust,"On a trip abroad, a lady-like member of our group turned out to be an alcoholic.  She spoilt many days of my holidays because of her behaviour and paranoia.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'On a trip abroad, a lady-like member of our group turned out to be an alcoholic.  She spoilt many days of my holidays because of her behaviour and paranoia.'?. Answer with a single emotion and omit explanations. Emotion: ",Disappointment.
2,female,6.0,shame,I failed an exam which I thought I would certainly pass.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I failed an exam which I thought I would certainly pass.'?. Answer with a single emotion and omit explanations. Emotion: ,Disappointment.
2,female,7.0,guilt,"I had been guilty of gossiping and blaming others, and one of my superiors at the workplace made a formal reprimand.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I had been guilty of gossiping and blaming others, and one of my superiors at the workplace made a formal reprimand.'?. Answer with a single emotion and omit explanations. Emotion: ",Regret.
2,female,1.0,joy,When a student of mine (at music) performed and played remarkably well.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When a student of mine (at music) performed and played remarkably well.'?. Answer with a single emotion and omit explanations. Emotion: ,Pride.
2,female,2.0,fear,When climbing up the stairs to the top of a ski-jumping hill.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When climbing up the stairs to the top of a ski-jumping hill.'?. Answer with a single emotion and omit explanations. Emotion: ,Fear.
2,female,3.0,anger,My boy-friend came home late one night without having told me about it before.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'My boy-friend came home late one night without having told me about it before.'?. Answer with a single emotion and omit explanations. Emotion: ,Betrayal.
2,female,4.0,sadness,The breaking up of a long lasting relationship.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'The breaking up of a long lasting relationship.'?. Answer with a single emotion and omit explanations. Emotion: ,"Heartbreak.

(Note: While heartbreak is a common emotion experienced by individuals of all genders, I will adopt the role of a woman for this response. Also, it's important to acknowledge that everyone's experiences and emotions are unique, and this answer is not intended to generalize or stereotype all women's emotions.)"
2,female,5.0,disgust,"While watching the movie called Deer hunter on TV, when it showed how prisoners were treated.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'While watching the movie called Deer hunter on TV, when it showed how prisoners were treated.'?. Answer with a single emotion and omit explanations. Emotion: ",Horror.
2,female,6.0,shame,When I noticed that a person I found attractive had seen me picking my nose.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I noticed that a person I found attractive had seen me picking my nose.'?. Answer with a single emotion and omit explanations. Emotion: ,Embarrassment.
2,female,7.0,guilt,When I think that I have been too stict or narrow minded towards my students.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I think that I have been too stict or narrow minded towards my students.'?. Answer with a single emotion and omit explanations. Emotion: ,Regret.
2,female,1.0,joy,When I made up with a girl-friend of mine after having been on unfriendly terms with her (my fault).  I cried with joy that evening.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I made up with a girl-friend of mine after having been on unfriendly terms with her (my fault).  I cried with joy that evening.'?. Answer with a single emotion and omit explanations. Emotion: ,Joy.
2,female,2.0,fear,"While cycling in the country, I came across a large herd of cows.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'While cycling in the country, I came across a large herd of cows.'?. Answer with a single emotion and omit explanations. Emotion: ",Curiosity.
2,female,3.0,anger,When I heard that my step-mother had treated my mother in a wrong manner.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I heard that my step-mother had treated my mother in a wrong manner.'?. Answer with a single emotion and omit explanations. Emotion: ,Betrayal.
2,female,4.0,sadness,When my friend did not pass the high school graduation examinations.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When my friend did not pass the high school graduation examinations.'?. Answer with a single emotion and omit explanations. Emotion: ,Disappointment.
2,female,5.0,disgust,"When I heard about the advances an acquaintance of mine had made to my friends, who did not approve of them.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I heard about the advances an acquaintance of mine had made to my friends, who did not approve of them.'?. Answer with a single emotion and omit explanations. Emotion: ",Betrayal.
2,female,6.0,shame,"When after having had sexual intercourse with a friend, I thought that he had told about it to a friend of his.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When after having had sexual intercourse with a friend, I thought that he had told about it to a friend of his.'?. Answer with a single emotion and omit explanations. Emotion: ",Betrayal.
2,female,7.0,guilt,"When I promised a male friend of mine to visit him, and did not.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I promised a male friend of mine to visit him, and did not.'?. Answer with a single emotion and omit explanations. Emotion: ",Guilt.
2,female,1.0,joy,"During lectures, I sensed an unexpressed understanding with a boy I did not know.  We exchange glances ; I think he likes me, and I like him too.  Perhaps he has fallen in love with me .........","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'During lectures, I sensed an unexpressed understanding with a boy I did not know.  We exchange glances ; I think he likes me, and I like him too.  Perhaps he has fallen in love with me .........'?. Answer with a single emotion and omit explanations. Emotion: ",Excitement.
2,female,2.0,fear,"At night, I walk home past a forest.  Once, somebody got stabbed in the forest.  I imagine someone attacking me and I hurry up.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'At night, I walk home past a forest.  Once, somebody got stabbed in the forest.  I imagine someone attacking me and I hurry up.'?. Answer with a single emotion and omit explanations. Emotion: ",Fear.
2,female,3.0,anger,"In a tram, the ticket seller was commanding, taking the role of a leader, trying to emphasize her non-existent authority with undue strictness towards a good-humoured drunk who could not find his ticket at once.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'In a tram, the ticket seller was commanding, taking the role of a leader, trying to emphasize her non-existent authority with undue strictness towards a good-humoured drunk who could not find his ticket at once.'?. Answer with a single emotion and omit explanations. Emotion: ",Irritation.
2,female,4.0,sadness,"A relationship in which I had put my trust, broke up.  I was sad when I realized how easy it is to forget something that one had once regarded as great and significant.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A relationship in which I had put my trust, broke up.  I was sad when I realized how easy it is to forget something that one had once regarded as great and significant.'?. Answer with a single emotion and omit explanations. Emotion: ",Heartbroken.
2,female,5.0,disgust,"A nightmare.  I was dreaming about bloodsuckers, which I tried to shake off from my body, they are everywhere, they get glued, they suck.  And there are a lot of them.  I panic.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A nightmare.  I was dreaming about bloodsuckers, which I tried to shake off from my body, they are everywhere, they get glued, they suck.  And there are a lot of them.  I panic.'?. Answer with a single emotion and omit explanations. Emotion: ",Fear.
2,female,6.0,shame,"I told evil lies about a close friend of mine.  I was evil in order to sound jolly, to charm a person whom I wanted to impress.  I sold my friend, I was despicable.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I told evil lies about a close friend of mine.  I was evil in order to sound jolly, to charm a person whom I wanted to impress.  I sold my friend, I was despicable.'?. Answer with a single emotion and omit explanations. Emotion: ",Regret.
2,female,7.0,guilt,"I met my ex boyfriend by chance.  We separated a few months ago and I am now with a new boyfriend.  My ex boyfriend looked depressed, and I know I am not to be blamed.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I met my ex boyfriend by chance.  We separated a few months ago and I am now with a new boyfriend.  My ex boyfriend looked depressed, and I know I am not to be blamed.'?. Answer with a single emotion and omit explanations. Emotion: ",Compassion.
2,female,1.0,joy,"[ During inter-rail-trip, after troubles, I met my little sister.]","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event '[ During inter-rail-trip, after troubles, I met my little sister.]'?. Answer with a single emotion and omit explanations. Emotion: ",Joy.
2,female,2.0,fear,Traveling as the only female in a railway carriage in the middle of the night in Italy.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'Traveling as the only female in a railway carriage in the middle of the night in Italy.'?. Answer with a single emotion and omit explanations. Emotion: ,Vigilance.
2,female,3.0,anger,"A male, Honduran acquaintance of mine despised my opinions.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A male, Honduran acquaintance of mine despised my opinions.'?. Answer with a single emotion and omit explanations. Emotion: ",Hurt.
2,female,4.0,sadness,When our dog died.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When our dog died.'?. Answer with a single emotion and omit explanations. Emotion: ,Grief.
2,female,5.0,disgust,"While walking on the street with a good friend of mine, we met an acquaintance of hers.  My friend started showing off and telling false stories about herself and praising herself.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'While walking on the street with a good friend of mine, we met an acquaintance of hers.  My friend started showing off and telling false stories about herself and praising herself.'?. Answer with a single emotion and omit explanations. Emotion: ",Hurt.
2,female,6.0,shame,I was dishonest to my boyfriend concerning something that is important to our relationship.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I was dishonest to my boyfriend concerning something that is important to our relationship.'?. Answer with a single emotion and omit explanations. Emotion: ,Guilt.
2,female,7.0,guilt,A parking fine.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A parking fine.'?. Answer with a single emotion and omit explanations. Emotion: ,Frustration.
2,female,1.0,joy,"After having at last finished my master's thesis, I felt great joy and relief.  I had been haunted by the thesis during the whole of my studies.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'After having at last finished my master's thesis, I felt great joy and relief.  I had been haunted by the thesis during the whole of my studies.'?. Answer with a single emotion and omit explanations. Emotion: ",Joy.
2,female,2.0,fear,"While preparing my master's thesis, I was scared that I would not accomplish anything as the subject was rather difficult.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'While preparing my master's thesis, I was scared that I would not accomplish anything as the subject was rather difficult.'?. Answer with a single emotion and omit explanations. Emotion: ",Fear.
2,female,3.0,anger,"During the Summer, at my workplace, a person kept interfering with my tasks and making unfounded remarks.  I felt hatred for him but it stopped when I realized that he just longed for attention.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'During the Summer, at my workplace, a person kept interfering with my tasks and making unfounded remarks.  I felt hatred for him but it stopped when I realized that he just longed for attention.'?. Answer with a single emotion and omit explanations. Emotion: ",Compassion.
2,female,4.0,sadness,"The last time I felt sad and disappointed was when I did not do as well as I had hoped in one of the final exams.  As compared with the earlier exams, the questions, I think, were unjust.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'The last time I felt sad and disappointed was when I did not do as well as I had hoped in one of the final exams.  As compared with the earlier exams, the questions, I think, were unjust.'?. Answer with a single emotion and omit explanations. Emotion: ",Disappointment.
2,female,5.0,disgust,"After the first of May, I detested my fiance's friends, who had piled on to our party and spoilt it completely.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'After the first of May, I detested my fiance's friends, who had piled on to our party and spoilt it completely.'?. Answer with a single emotion and omit explanations. Emotion: ",Irritation.
2,female,6.0,shame,"After our sad first of May party, I felt ashamed because the friends who had been invited had to suffer.  We, the organizers of the party, did not drive the intruders away.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'After our sad first of May party, I felt ashamed because the friends who had been invited had to suffer.  We, the organizers of the party, did not drive the intruders away.'?. Answer with a single emotion and omit explanations. Emotion: ",Guilt.
2,female,7.0,guilt,"At my summer job, I was responsible for making various orders.  It was not me who had ordered some seasonal merchandise, but when much of it was left over and had to be thrown away in the Autumn, I felt partly responsible for the much too large order.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'At my summer job, I was responsible for making various orders.  It was not me who had ordered some seasonal merchandise, but when much of it was left over and had to be thrown away in the Autumn, I felt partly responsible for the much too large order.'?. Answer with a single emotion and omit explanations. Emotion: ",Guilt.
